name,address,distance,distance_type,rating,capaciity,area,price
LABI HOTEL ?? N?NG,"Han River, Danang",3.8,km,null,4 adult,null,"1,300,000"
Sea home 3 bedroom at M? Khˆ Beach,"My Khe Beach, Danang",3.4,km,8.6,4 adult,100mı,"2,375,000"
Quang Nguy?n Towel,"Da Nang City Center, Danang",3.3,km,1,4 adult,null,"1,600,000"
HH Residence - Serviced Apartment,"My Khe Beach, Danang",3.1,km,9.3,4 adult,null,"2,295,000"
One Bedroom Apartment with Sea View,"Non Nuoc Beach, Danang",9,km,9,4 adult,null,"3,200,000"
Carol's Homestay & Apartment,"My Khe Beach, Danang",3.3,km,8.7,4 adult,null,"1,080,000"
BaoAnh Ocean Apartments,"My Khe Beach, Danang",3.4,km,null,4 adult,null,"4,140,000"
C?n H? M??ng Thanh- View bi?n- 2 PN- Full n?i th?t,"My Khe Beach, Danang",3.4,km,10,4 adult,null,"1,000,000"
Wings House,Danang,2.2,km,9,4 adult,null,"1,123,605"
LA MAISON DE ANH,"My Khe Beach, Danang",3.5,km,1,4 adult,85mı,"4,000,000"
Rom Casa Hostel Da Nang,"Bac My An Beach, Danang",3.7,km,8.6,4 adult,null,"1,099,800"
Starfish Hostel,"Bac My An Beach, Danang",3.9,km,7.2,4 adult,null,"266,000"
Hana Homestay Danang,"My Khe Beach, Danang",3.1,km,9,4 adult,null,"392,000"
Starfish Alley Hostel,"Bac My An Beach, Danang",3.9,km,7.6,4 adult,null,"280,000"
Grand Sea Hotel,"My Khe Beach, Danang",2.7,km,7.9,4 adult,null,"2,200,000"
2BR Balcony Best SEA VIEW - CITY VIEW - OPTIONAL - High Floor - 1' to MY KHE Beach - C?n h? 2PN Ban c“ng view bi?n - view th…nh ph? - nhi?u lo?i ph•ng - M?t ph£t ??n bi?n - T?ng cao,"My Khe Beach, Danang",3.4,km,8.9,4 adult,65mı,"980,100"
Huong Son Hotel Da Nang,Danang,5.5,km,7,4 adult,null,"1,700,000"
Lovely homestay in Da Nang,"Bac My An Beach, Danang",3.7,km,10,4 adult,null,"1,100,000"
Central Beach Hotel,"Bac My An Beach, Danang",3.8,km,8.4,4 adult,null,"1,600,000"
Homie Hotel,"My Khe Beach, Danang",2.3,km,8.3,4 adult,null,"720,000"
Zuchi's Home&Apartment,Danang,2.3,km,8.7,4 adult,35mı,"1,600,000"
111 Boutique Apartment,"My Khe Beach, Danang",3,km,9.7,4 adult,40mı,"480,000"
Sunrise House,"My Khe Beach, Danang",1.4,km,9.5,4 adult,null,"900,000"
Danang Moment - Boutique Serviced Apartment,"My Khe Beach, Danang",3.4,km,8.5,4 adult,null,"1,124,000"
Truc Home,"Da Nang City Center, Danang",3.6,km,10,4 adult,null,"1,198,000"
Paradise Hotel,"Han River, Danang",0.6,km,5.9,4 adult,null,"1,643,500"
Mallan Hotel Da Nang,"My Khe Beach, Danang",2.3,km,9,4 adult,null,"1,080,000"
Yuki Apartment,"My Khe Beach, Danang",3,km,9.2,4 adult,35mı,"1,300,000"
Ven Suoi Hotel - Suoi Luong - Hai Van Park,Danang,15.3,km,null,4 adult,null,"2,160,000"
MyMy Motel,Danang,9,km,9.2,4 adult,null,"875,000"
H??ng Tr… Hotel apartment,"My Khe Beach, Danang",2.6,km,6.6,4 adult,null,"700,000"
Motel Thanh Long,Danang,5.7,km,8.6,4 adult,null,"700,000"
Sharon Hotel and Apartment,"My Khe Beach, Danang",3.2,km,9.3,4 adult,null,"1,890,000"
Sea Sand Luxury Hotel,"Bac My An Beach, Danang",3.7,km,8.5,4 adult,null,"3,539,760"
Dragon Sea Hotel,"My Khe Beach, Danang",2.7,km,6.8,4 adult,null,"2,800,000"
Sunna Hotel,"My Khe Beach, Danang",2.6,km,6.6,4 adult,null,"1,080,000"
Golden Sea 3 Hotel,"My Khe Beach, Danang",2.8,km,5.9,4 adult,null,"1,413,720"
Lahome Villa Apartment,"My Khe Beach, Danang",2.7,km,8.6,4 adult,45mı,"1,297,800"
Hadiva Boutique Hotel,"Han River, Danang",0.5,km,8.2,4 adult,null,"1,785,000"
Da Nang Mikazuki Japanese Villas & Spa,"Da Nang Bay, Danang",8.4,km,9.3,4 adult,null,"4,574,344"
Origo Hotel Da Nang,"Bac My An Beach, Danang",4.4,km,7.5,4 adult,null,"747,450"
Mango Home & Apartment,"My Khe Beach, Danang",2.9,km,9.5,4 adult,28mı,"866,305"
SBAY HOTEL Da Nang,"My Khe Beach, Danang",2.2,km,1,4 adult,null,"1,219,189"
LIVIE Da Nang An Thuong,"My Khe Beach, Danang",3.5,km,9,4 adult,54mı,"1,299,999"
Luxtery Hotel,"My Khe Beach, Danang",2.5,km,8.8,4 adult,null,"2,556,000"
M?c House Homestay,"My Khe Beach, Danang",2.7,km,8.9,4 adult,null,"874,800"
Emily Hotel & Apartment,"Bac My An Beach, Danang",3.8,km,1,4 adult,null,"792,000"
Le Indochina Hotel & Beach Da Nang City,"Bac My An Beach, Danang",4.3,km,8.6,4 adult,null,"3,150,000"
Bridges Da Nang Hotel,"My Khe Beach, Danang",2.7,km,9.5,4 adult,null,"1,820,000"
Continent Apartment,"My Khe Beach, Danang",2,km,8.5,4 adult,null,"2,805,000"
Angel Homestay Da Nang,"My Khe Beach, Danang",3.6,km,9.7,4 adult,null,"1,600,000"
Wide Sea Apartment&Hotel,"My Khe Beach, Danang",2.1,km,9.3,4 adult,null,"1,278,000"
Gia Han Apartment Da Nang,"My Khe Beach, Danang",2.9,km,8.9,4 adult,null,"700,000"
Liberty Hotel ?… N?ng,"Han River, Danang",0.5,km,7.6,4 adult,null,"910,000"
Han Apartment,"Han River, Danang",1.3,km,9.8,4 adult,32mı,"1,196,000"
