name,address,distance,distance_type,rating,capaciity,area,price
Ban Mai Xanh Homestays,Da Lat,1.7,km,9,4 adult,null,"720,000"
Nam Quang Hotel,Da Lat,0.9,km,6.9,4 adult,null,"2,700,000"
Bi?t Th? AK ?Ö L?t,Da Lat,1.5,km,null,4 adult,300m˝,"4,270,000"
Books Home Dalat,Da Lat,2,km,7.3,4 adult,null,"1,707,886"
Pretty Backpackers House,Da Lat,0.5,km,9.6,4 adult,null,"640,000"
Dalat Family Hostel,Da Lat,1.4,km,8.5,4 adult,null,"2,560,000"
Thiàn Thanh,Da Lat,1.9,km,8.6,4 adult,null,"1,395,000"
Tashi House Dalat (Thong Nho oi),"Xuan Huong Lake, Da Lat",350,m,8.3,4 adult,null,"560,000"
NhÖ c?a Ng??i vÖ Ta,Da Lat,2,km,9.3,4 adult,null,"1,100,000"
Moon The House,"Xuan Huong Lake, Da Lat",2,km,null,4 adult,null,"2,100,000"
Chivas Dalat Hotel,Da Lat,1,km,8.7,4 adult,null,"1,080,000"
Panorama Apartment,"Xuan Huong Lake, Da Lat",2.3,km,9.1,4 adult,null,"1,980,000"
NhÖ Ngo?i ? ?Ö L?t,Da Lat,6.1,km,9.7,4 adult,null,"612,000"
Quynh Nguyen - Da Lat,Da Lat,1.3,km,8.7,4 adult,null,"1,000,000"
OYO 1154 Mat Troi Vang Dalat Hotel,Da Lat,1.1,km,9,4 adult,null,"558,208"
U&M Sweet Home apartment,Da Lat,3,km,null,4 adult,null,"1,040,000"
Sammy Dalat Hotel,Da Lat,0.9,km,8,4 adult,null,"2,925,000"
DECEMBER.22,Da Lat,0.7,km,8.3,4 adult,null,"1,700,000"
BLUE FINGERs KROOM DALAT,Da Lat,0.9,km,8.3,4 adult,25m˝,"1,550,000"
Ng?c Quang,Da Lat,1,km,8,4 adult,null,"700,000"
Wisteria Hotel,"Xuan Huong Lake, Da Lat",0.5,km,8.5,4 adult,null,"2,400,000"
Vietsovpetro Hotel Dalat,"Xuan Huong Lake, Da Lat",2.5,km,5.8,4 adult,null,"3,780,000"
Th? House,Da Lat,1.1,km,null,4 adult,null,"706,000"
NhÖ V??n Homestay,Da Lat,1.5,km,8.5,4 adult,null,"700,000"
? ?Éy Vui C?c,Da Lat,2,km,10,4 adult,null,"800,000"
PoWill Home,Da Lat,1.4,km,8.7,4 adult,null,"1,170,000"
DAN HOMESTAY DALAT,"Xuan Huong Lake, Da Lat",0.8,km,null,4 adult,null,"1,000,000"
OVi coffee farmstay ?Ö L?t,Da Lat,10.8,km,9.1,4 adult,null,"1,602,000"
Homestay Ahihi,Da Lat,1.4,km,9.2,4 adult,null,"700,000"
Dalat 1893 Homestay,Da Lat,1.1,km,8.2,4 adult,null,"855,000"
Dalat Boutique Hotel,Da Lat,1.2,km,8.4,4 adult,null,"3,807,000"
Nguyàn c?n Nhiàn TÉm,"Xuan Huong Lake, Da Lat",450,m,null,4 adult,null,"4,500,000"
