name,address,distance,distance_type,rating,capaciity,area,price
Newcentury Hotel,Da Lat,2.2,km,8.2,5 adult,null,"3,635,280"
HOME,Da Lat,1.4,km,null,5 adult,null,"2,625,000"
Dalat Vania Hotel,Da Lat,0.9,km,8.7,5 adult,null,"1,497,000"
Homestay ti?n l?i ?Ö L?t Inn,Da Lat,1,km,8.3,5 adult,null,"357,000"
Lan Anh Hotel,Da Lat,0.6,km,7.7,5 adult,null,"3,420,000"
Saphir Dalat Hotel,"Xuan Huong Lake, Da Lat",300,m,7.2,5 adult,null,"3,529,413"
Free Style Hotel Dalat,Da Lat,0.9,km,9.3,5 adult,null,"1,740,375"
Suka home,Da Lat,0.8,km,null,5 adult,null,"1,600,000"
Chivas Dalat Hotel,Da Lat,1,km,8.7,5 adult,null,"1,467,000"
Quynh Nguyen - Da Lat,Da Lat,1.3,km,8.7,5 adult,null,"1,570,000"
Sammy Dalat Hotel,Da Lat,0.9,km,8,5 adult,null,"4,387,500"
Ng?c Quang,Da Lat,1,km,8,5 adult,null,"1,050,000"
DECEMBER.22,Da Lat,0.7,km,8.3,5 adult,null,"2,550,000"
BLUE FINGERs KROOM DALAT,Da Lat,0.9,km,8.3,5 adult,25m˝,"2,450,000"
Wisteria Hotel,"Xuan Huong Lake, Da Lat",0.5,km,8.5,5 adult,null,"3,600,000"
Th? House,Da Lat,1.1,km,null,5 adult,null,"1,023,700"
DAN HOMESTAY DALAT,"Xuan Huong Lake, Da Lat",0.8,km,null,5 adult,null,"1,495,000"
Dalat 1893 Homestay,Da Lat,1.1,km,8.2,5 adult,null,"1,282,500"
? ?Éy Vui C?c,Da Lat,2,km,10,5 adult,null,"1,250,000"
PoWill Home,Da Lat,1.4,km,8.7,5 adult,null,"1,696,500"
OVi coffee farmstay ?Ö L?t,Da Lat,10.8,km,9.1,5 adult,null,"2,242,800"
Villa Du Lac Da Lat,Da Lat,3.9,km,6.7,5 adult,null,"910,000"
Silent Night Dem Lanh Hotel,"Xuan Huong Lake, Da Lat",0.6,km,8.8,5 adult,null,"1,770,000"
Nh°m House,Da Lat,0.8,km,8.7,5 adult,null,"1,286,730"
Bi?t Th? AK ?Ö L?t,Da Lat,1.5,km,null,5 adult,300m˝,"4,270,000"
Tuy?t Hoa Hïn B? Bungalow,Da Lat,6.5,km,9,5 adult,10m˝,"1,856,000"
Muong Thanh Holiday Da Lat Hotel,"Xuan Huong Lake, Da Lat",150,m,7.4,5 adult,null,"5,443,200"
