name,address,distance,distance_type,rating,capaciity,area,price
Yuki Apartment,"My Khe Beach, Danang",3,km,9.2,5 adult,35mı,"2,020,000"
Mallan Hotel Da Nang,"My Khe Beach, Danang",2.3,km,9,5 adult,null,"1,620,000"
Sanayen Villa & Residences,"My Khe Beach, Danang",2.8,km,9.3,5 adult,110mı,"4,927,000"
Sharon Hotel and Apartment,"My Khe Beach, Danang",3.2,km,9.3,5 adult,40mı,"2,813,400"
Ven Suoi Hotel - Suoi Luong - Hai Van Park,Danang,15.3,km,null,5 adult,null,"3,240,000"
H??ng Tr… Hotel apartment,"My Khe Beach, Danang",2.6,km,6.6,5 adult,null,"1,100,000"
Danang Moment - Boutique Serviced Apartment,"My Khe Beach, Danang",3.4,km,8.5,5 adult,45mı,"1,749,000"
Motel Thanh Long,Danang,5.7,km,8.6,5 adult,null,"1,050,000"
MD Tropical Sea Apartment,"My Khe Beach, Danang",3.4,km,8.2,5 adult,65mı,"1,140,000"
Ly Apartment,Danang,2.3,km,8.4,5 adult,null,"1,200,000"
Sea Garden Hotel,"My Khe Beach, Danang",2,km,10,5 adult,null,"3,840,000"
Sea Breeze Condotel Danang,"Bac My An Beach, Danang",3.9,km,9.3,5 adult,60mı,"2,405,910"
Quang Nguy?n Towel,"Da Nang City Center, Danang",3.3,km,1,5 adult,null,"2,320,000"
HH Residence - Serviced Apartment,"My Khe Beach, Danang",3.1,km,9.3,5 adult,null,"3,442,500"
Carol's Homestay & Apartment,"My Khe Beach, Danang",3.3,km,8.7,5 adult,null,"1,755,000"
BaoAnh Ocean Apartments,"My Khe Beach, Danang",3.4,km,null,5 adult,null,"6,003,000"
Wings House,Danang,2.2,km,9,5 adult,null,"1,342,845"
Rom Casa Hostel Da Nang,"Bac My An Beach, Danang",3.7,km,8.6,5 adult,null,"1,374,750"
Starfish Hostel,"Bac My An Beach, Danang",3.9,km,7.2,5 adult,null,"332,500"
Hana Homestay Danang,"My Khe Beach, Danang",3.1,km,9,5 adult,null,"490,000"
Starfish Alley Hostel,"Bac My An Beach, Danang",3.9,km,7.6,5 adult,null,"350,000"
Truong An Two Apartment,"Bac My An Beach, Danang",3.7,km,8.8,5 adult,null,"2,016,000"
An An Homes,"Da Nang City Center, Danang",4.4,km,7.7,5 adult,80mı,"700,000"
Tuyet Son Hotel (TS Ocean Hotel),"My Khe Beach, Danang",2.8,km,7.4,5 adult,null,"2,133,000"
Paracel Danang Hotel,"My Khe Beach, Danang",2.8,km,8,5 adult,null,"5,400,000"
