name,address,distance,distance_type,rating,capaciity,area,price
TÉn Anh House,"Xuan Huong Lake, Da Lat",1.3,km,8,1 adult,300m˝,"1,404,000"
NhÖ Rum Rìn,Da Lat,1.4,km,9.4,1 adult,140m˝,"1,296,000"
BiM's STAY,Da Lat,1.1,km,null,1 adult,270m˝,"5,000,000"
Bliss House ?Ö L?t,Da Lat,3.2,km,10,1 adult,250m˝,"5,100,000"
Tuan Vu Coffee Home Da Lat,Da Lat,0.9,km,null,1 adult,null,"20,000,000"
NH? C?A G?U,Da Lat,1.7,km,10,1 adult,120m˝,"1,008,000"
B?ch TrÖ Villa,Da Lat,4.3,km,9,1 adult,null,"763,857"
Funny Home,Da Lat,1.2,km,null,1 adult,null,"1,296,000"
Hoa S?n ?i?n Viàn Homestay,Da Lat,10.9,km,8,1 adult,20m˝,"1,610,000"
Passion Homestay,Da Lat,1.9,km,7.6,1 adult,40m˝,"439,200"
Luna Home,Da Lat,1.3,km,null,1 adult,null,"3,500,000"
NhÖ Xinh,Da Lat,2.3,km,1,1 adult,null,"2,000,000"
V??n Treo Villa,Da Lat,1.8,km,10,1 adult,150m˝,"3,385,800"
COSYY HOUSE,Da Lat,0.8,km,null,1 adult,null,"1,999,999"
Jade's House,Da Lat,1.5,km,9.3,1 adult,250m˝,"3,000,000"
"Forest View Kha?ch Sa?n Cafe ?a? La?t, Free A?o Mangto",Da Lat,4.1,km,8.8,1 adult,null,"711,000"
Kumi house,Da Lat,1.7,km,null,1 adult,null,"2,000,000"
Special Old French House-Mountain City View with Garden-Dreamer's home Da Lat,Da Lat,1,km,5,1 adult,100m˝,"1,152,000"
Family Homestay Dalat Casa,Da Lat,1.5,km,9.1,1 adult,null,"1,296,000"
HELIA ROT'S,Da Lat,1.7,km,null,1 adult,null,"1,800,000"
?Ö L?t Villa 84 H? XuÉn H??ng,Da Lat,4.7,km,9.1,1 adult,400m˝,"3,125,500"
NhÖ c?a Sun ?Ö L?t,Da Lat,1.8,km,10,1 adult,120m˝,"1,800,000"
Dream Boutique Hotel,Da Lat,2.9,km,8.2,1 adult,null,"1,884,960"
Dalat DreamStay,Da Lat,0.8,km,null,1 adult,125m˝,"2,500,000"
The Fuji Villa,Da Lat,3,km,7.4,1 adult,null,"4,300,000"
M.A.P HOME,Da Lat,3,km,5.5,1 adult,56m˝,"2,000,000"
The Fuji Villa - Blue Villa,Da Lat,3,km,10,1 adult,null,"6,500,000"
Eudora House 1 - Ph?m Ng?c th?ch,Da Lat,0.7,km,null,1 adult,null,"1,392,130"
NGUY?N C?N VILLA MAKA 120M2,Da Lat,1.1,km,null,1 adult,120m˝,"2,240,000"
Nguyàn c?n Homestay V??n Lan Zalo 0'3'5'5'9'6'6730,Da Lat,1.9,km,null,1 adult,130m˝,"615,600"
Suri?s Apartment - Suri?s House 2,Da Lat,1.3,km,8.5,1 adult,null,"1,200,000"
Mai Khanh Hotel,"Xuan Huong Lake, Da Lat",0.7,km,null,1 adult,null,"570,000"
HÖ Linh,"Xuan Huong Lake, Da Lat",0.7,km,8.2,1 adult,null,"225,000"
Villa Golden Hills ?Ö L?t,Da Lat,1.4,km,7,1 adult,null,"3,200,000"
Sweet Dream Hotel & Villa,"Xuan Huong Lake, Da Lat",2.1,km,9,1 adult,null,"748,000"
Homestay V??n Tóng,Da Lat,2.2,km,7.2,1 adult,null,"355,388"
Nguyàn c?n ?Ö L?t (0989509512),Da Lat,1.9,km,null,1 adult,null,"1,625,000"
Villa trung ngh?a 29,Da Lat,2.6,km,null,1 adult,25m˝,"4,195,800"
Nh? Uyàn Villa ?Ö L?t,Da Lat,1.3,km,7,1 adult,null,"1,656,000"
Les Flocons Home 3 - ?Ö L?t,Da Lat,1.9,km,null,1 adult,null,"1,425,000"
Q?s house,Da Lat,1.4,km,1,1 adult,null,"4,050,000"
Bolero Villa ?Ö L?t,Da Lat,3.1,km,10,1 adult,null,"1,700,000"
M? Li?u's House,Da Lat,2.9,km,null,1 adult,null,"3,000,000"
Little Ch†i Nho ?Ö L?t,Da Lat,0.8,km,10,1 adult,null,"2,080,000"
MENTO Villa ?Ö L?t,Da Lat,3.5,km,8,1 adult,000m˝,"3,000,000"
Tan Hai House ?Ö L?t,Da Lat,1.3,km,null,1 adult,null,"1,440,000"
Books Home Dalat,Da Lat,2,km,7.3,1 adult,null,"853,943"
LÇmon House,Da Lat,3.4,km,null,1 adult,40m˝,"1,530,000"
Golden Hills Villa ?Ö L?t,Da Lat,1.4,km,6,1 adult,280m˝,"1,960,000"
Villa m?u tÉm,Da Lat,2,km,null,1 adult,25m˝,"3,500,000"
Homestay Bao Chau,Da Lat,1.5,km,4.5,1 adult,300m˝,"1,494,000"
Casa Villa - Dalat Valley View,Da Lat,1.5,km,9.6,1 adult,300m˝,"4,275,000"
House ?? ng?ng ho?t ??ng!,Da Lat,2.8,km,null,1 adult,300m˝,"1,040,000"
MK Sweet House 2 - DaLat Center,"Xuan Huong Lake, Da Lat",250,m,9.5,1 adult,70m˝,"1,800,000"
Nguyàn c?n 6 phïng ng? dÖnh cho 6-16 kh†ch,Da Lat,1.1,km,10,1 adult,220m˝,"1,338,750"
Kumi House,Da Lat,1.7,km,null,1 adult,null,"1,200,000"
Lavender Tim,Da Lat,0.7,km,9,1 adult,null,"559,946"
Moonlight Homestay,Da Lat,1.8,km,9.2,1 adult,null,"1,120,000"
Q HOME ?Ö L?t,"Xuan Huong Lake, Da Lat",1.9,km,9.2,1 adult,250m˝,"1,100,000"
Thu Linh Villa,Da Lat,2.1,km,10,1 adult,null,"2,500,000"
Dalat 1A.M,Da Lat,1.1,km,8.8,1 adult,100m˝,"1,193,400"
Dalat 1893 Homestay,Da Lat,1.1,km,8.2,1 adult,null,"406,125"
Anh ?Öo Villa ?Ö L?t,Da Lat,1.1,km,8,1 adult,160m˝,"1,462,500"
GOm Homestay- Tranquility House,Da Lat,1.8,km,9.7,1 adult,100m˝,"1,154,250"
Guitar's house n more,Da Lat,2,km,null,1 adult,75m˝,"2,080,000"
Anh Trang Homestay,Da Lat,1,km,7.8,1 adult,null,"288,000"
Tan Hai House,Da Lat,1.3,km,null,1 adult,null,"1,620,000"
? Homestay,Da Lat,1,km,null,1 adult,null,"840,000"
Villa Trung ngh?a 28,"Xuan Huong Lake, Da Lat",2.9,km,null,1 adult,30m˝,"3,960,000"
Viet Hoang's House,Da Lat,450,m,null,1 adult,null,"270,000"
Trung Ngh?a Villa 27,Da Lat,1.6,km,null,1 adult,300m˝,"3,596,400"
Gifhouse,Da Lat,2.2,km,10,1 adult,100m˝,"1,656,000"
Happy Bunny homestay,Da Lat,3,km,10,1 adult,null,"284,525"
WoodenHouse,Da Lat,8.3,km,10,1 adult,20m˝,"630,000"
NhÖ An Cozy,Da Lat,1.6,km,9,1 adult,100m˝,"1,674,340"
G¢c Nh? ?Ö L?t,Da Lat,1.8,km,9.2,1 adult,null,"1,700,000"
2homedalat,Da Lat,2.1,km,null,1 adult,null,"4,500,000"
Helo Rot?s Villa,Da Lat,1.7,km,null,1 adult,null,"3,500,000"
Aloha Homestay,Da Lat,1.3,km,9.5,1 adult,87m˝,"3,400,000"
MK Sweet House 1 - DaLat Center,"Xuan Huong Lake, Da Lat",300,m,8.6,1 adult,101m˝,"2,700,000"
Six Six Garden,Da Lat,1.2,km,8.5,1 adult,null,"665,000"
V??n Lan Homestay ?Ö L?t,Da Lat,2.1,km,6.7,1 adult,null,"252,720"
Thu Linh Homestay,"Xuan Huong Lake, Da Lat",1.6,km,9.3,1 adult,null,"1,500,000"
Mee House DL,Da Lat,1.9,km,null,1 adult,null,"1,260,000"
Pensee Guesthouse,Da Lat,2.9,km,8.7,1 adult,null,"314,213"
Lala Villa,Da Lat,2.8,km,null,1 adult,250m˝,"5,760,000"
Homestay _ nguyàn c?n,Da Lat,1,km,null,1 adult,120m˝,"2,800,000"
Chivo Homestay,Da Lat,1.7,km,9,1 adult,200m˝,"1,008,000"
Happy apartment,Da Lat,1.4,km,null,1 adult,60m˝,"900,000"
AN VILLA,Da Lat,2.7,km,null,1 adult,225m˝,"3,325,000"
?Ö L?t Mega Sky Hotel,Da Lat,4.2,km,8.7,1 adult,null,"480,000"
NGUY?N C?N HOMESTAY 160m2,Da Lat,1.9,km,null,1 adult,null,"352,800"
MAISON DU CIEL DALAT,"Xuan Huong Lake, Da Lat",400,m,null,1 adult,null,"526,500"
1995 HOUSE,Da Lat,1,km,8.9,1 adult,null,"300,000"
LENS HOUSE DA LAT,"Xuan Huong Lake, Da Lat",0.5,km,7,1 adult,null,"370,000"
1995 HOME,"Xuan Huong Lake, Da Lat",0.6,km,8.8,1 adult,100m˝,"2,551,500"
H??ng Th?o Holic,"Xuan Huong Lake, Da Lat",200,m,null,1 adult,null,"2,414,700"
SÉu Moon House,Da Lat,1.2,km,null,1 adult,null,"280,000"
Ban Mai Xanh Homestays,Da Lat,1.7,km,9,1 adult,null,"324,000"
Nam Quang Hotel,Da Lat,0.9,km,6.9,1 adult,null,"1,350,000"
AmeSoeur Dalat,"Xuan Huong Lake, Da Lat",0.7,km,null,1 adult,null,"1,520,000"
De Per - dalat,Da Lat,2,km,null,1 adult,null,"750,000"
Mingo homestay,Da Lat,2.1,km,10,1 adult,200m˝,"1,350,000"
NhÖ Xinh,Da Lat,2.3,km,1,1 adult,null,"1,170,000"
Rose House,Da Lat,1.3,km,8,1 adult,null,"270,000"
FullHouse Homestay,Da Lat,1,km,null,1 adult,null,"1,400,000"
B18 GOLDEN HILLS ?? L?T,Da Lat,1.4,km,null,1 adult,null,"2,268,000"
Ch? iu Homestay,Da Lat,1.2,km,9.7,1 adult,null,"1,080,000"
BIDV HOTEL DALAT,"Xuan Huong Lake, Da Lat",0.7,km,null,1 adult,null,"1,080,000"
Homestay nguyàn c?n 4 Phïng ng? - La Soul Home,Da Lat,1.6,km,10,1 adult,60m˝,"1,539,000"
Aura Apartment Da Lat,"Xuan Huong Lake, Da Lat",2.3,km,7.7,1 adult,99m˝,"1,599,000"
?.A.N Homestay,Da Lat,2.7,km,null,1 adult,30m˝,"768,000"
Huu Nghi Hotel,"Xuan Huong Lake, Da Lat",400,m,null,1 adult,null,"405,406"
Daisy Dalat House,"Xuan Huong Lake, Da Lat",0.7,km,8.7,1 adult,null,"297,540"
L'secret Garden Dalat,Da Lat,2.1,km,9.7,1 adult,null,"400,000"
NhÖ B? Homestay ?Ö L?t,Da Lat,0.8,km,10,1 adult,null,"509,400"
HO?NG LONG HOMESTAY ?? L?T,Da Lat,2.9,km,9.1,1 adult,null,"300,000"
Ami Hotel Dalat,Da Lat,1.3,km,6.4,1 adult,null,"610,173"
Ng?c Quang,Da Lat,1,km,8,1 adult,null,"315,000"
L? ?Ö L?t Homestay,Da Lat,1.7,km,null,1 adult,null,"1,300,000"
Mun's house,Da Lat,1.5,km,null,1 adult,null,"1,617,647"
Tasme Hotel,Da Lat,1.5,km,8.5,1 adult,null,"5,000,000"
Himawari Homestay,Da Lat,2.6,km,8,1 adult,null,"315,000"
Peach Valley Hotel Dalat,"Xuan Huong Lake, Da Lat",1.5,km,8.5,1 adult,null,"1,250,865"
Eudora Villa 3,Da Lat,2.3,km,8.8,1 adult,350m˝,"3,672,000"
C? S? L?u Tr£ Du L?ch Thanh Ng?c,Da Lat,1.7,km,10,1 adult,120m˝,"1,200,000"
Ngo?c Thu?y Hotel,Da Lat,1.4,km,10,1 adult,null,"450,000"
Doc May Boutique Villa,"Xuan Huong Lake, Da Lat",300,m,8.8,1 adult,null,"601,400"
Kh†ch S?n Thanh Bçnh,"Xuan Huong Lake, Da Lat",300,m,7.6,1 adult,null,"650,000"
La Soul Homestay,Da Lat,1.6,km,10,1 adult,40m˝,"552,500"
N?p ?m - ?Ö L?t,Da Lat,2.1,km,7.6,1 adult,null,"1,200,000"
Villa Minh Tuyet Dalat,Da Lat,2.3,km,10,1 adult,null,"750,000"
Delen House,Da Lat,1.3,km,10,1 adult,40m˝,"1,200,000"
Bao Long Geust House Da Lat,Da Lat,0.9,km,null,1 adult,null,"315,000"
Kh†ch s?n Thu? Tiàn,"Xuan Huong Lake, Da Lat",400,m,8.3,1 adult,null,"247,500"
Blue Sky Homestay,Da Lat,1.4,km,9.1,1 adult,null,"250,000"
Hotel HoÖng Nguyàn,"Xuan Huong Lake, Da Lat",350,m,null,1 adult,null,"400,000"
Bong Hong Hotel,"Xuan Huong Lake, Da Lat",500,m,6.9,1 adult,null,"450,000"
Yàn's Home,Da Lat,1.5,km,10,1 adult,null,"571,320"
V??n Lan Homestay- NhÖ Nguyàn C?n R?ng 130m2,Da Lat,2.1,km,9,1 adult,131m˝,"1,113,750"
Tom?s House,"Xuan Huong Lake, Da Lat",0.8,km,8,1 adult,25m˝,"440,000"
Wisteria Hotel,"Xuan Huong Lake, Da Lat",0.5,km,8.5,1 adult,null,"1,200,000"
Meli homestay,Da Lat,3.4,km,null,1 adult,200m˝,"1,080,000"
EX Villa ?Ö L?t - Kh†ch s?n c? ?i?n Ph†p,Da Lat,2.1,km,8,1 adult,null,"1,293,957"
