name,address,distance,distance_type,rating,capaciity,area,price
PINETOWN BACKPACKER'S,Da Lat,1.8,km,8,2 adult,null,"90,000"
Pretty Backpackers House,Da Lat,0.5,km,9.6,2 adult,null,"320,000"
Dalat Family Hostel,Da Lat,1.4,km,8.5,2 adult,null,"1,280,000"
Thiàn Thanh,Da Lat,1.9,km,8.6,2 adult,null,"630,000"
Tashi House Dalat (Thong Nho oi),"Xuan Huong Lake, Da Lat",350,m,8.3,2 adult,null,"280,000"
?Ö L?t Villa 84 H? XuÉn H??ng,Da Lat,4.7,km,9.1,2 adult,400m˝,"3,125,500"
NhÖ c?a Sun ?Ö L?t,Da Lat,1.8,km,10,2 adult,120m˝,"1,800,000"
Family Homestay Dalat Casa,Da Lat,1.5,km,9.1,2 adult,null,"1,296,000"
The Fuji Villa,Da Lat,3,km,7.4,2 adult,null,"4,300,000"
Jade's House,Da Lat,1.5,km,9.3,2 adult,250m˝,"3,000,000"
NGUY?N C?N HOMESTAY-ZALO 0387139765,Da Lat,1.7,km,null,2 adult,null,"1,728,000"
NhÖ Rum Rìn,Da Lat,1.4,km,9.4,2 adult,140m˝,"1,296,000"
Mai Khanh Hotel,"Xuan Huong Lake, Da Lat",0.7,km,null,2 adult,null,"570,000"
Dream Boutique Hotel,Da Lat,2.9,km,8.2,2 adult,null,"1,884,960"
Dalat DreamStay,Da Lat,0.8,km,null,2 adult,125m˝,"2,500,000"
M.A.P HOME,Da Lat,3,km,5.5,2 adult,56m˝,"2,000,000"
NhÖ Xinh,Da Lat,2.3,km,1,2 adult,null,"2,000,000"
Passion Homestay,Da Lat,1.9,km,7.6,2 adult,40m˝,"439,200"
Luna Home,Da Lat,1.3,km,null,2 adult,null,"3,500,000"
BiM's STAY,Da Lat,1.1,km,null,2 adult,270m˝,"5,000,000"
An Son Lake view apartment- sunset view- Dreamer's Home Da Lat,Da Lat,1.9,km,1,2 adult,null,"792,000"
Villa Trung Ngh?a 31,"Xuan Huong Lake, Da Lat",2.5,km,1,2 adult,500m˝,"4,495,500"
Homestay V??n Tóng,Da Lat,2.2,km,7.2,2 adult,null,"394,875"
Bliss House ?Ö L?t,Da Lat,3.2,km,10,2 adult,250m˝,"5,100,000"
Nh? Uyàn Villa ?Ö L?t,Da Lat,1.3,km,7,2 adult,null,"1,656,000"
TÉn Anh House,"Xuan Huong Lake, Da Lat",1.3,km,8,2 adult,300m˝,"1,404,000"
Special Old French House-Mountain City View with Garden-Dreamer's home Da Lat,Da Lat,1,km,5,2 adult,100m˝,"1,152,000"
"Forest View Kha?ch Sa?n Cafe ?a? La?t, Free A?o Mangto",Da Lat,4.1,km,8.8,2 adult,null,"790,000"
