name,address,distance,distance_type,rating,capaciity,area,price
Quyen's house,Can Tho,300,m,8.5,4 adult,null,"700,000"
Saigon Can Tho Hotel,Can Tho,450,m,6,4 adult,null,"1,200,000"
WELKOM INN,Can Tho,1.5,km,9.5,4 adult,14mý,"650,000"
Linh Phuong 2 Hotel,Can Tho,1.3,km,8.3,4 adult,null,"1,317,600"
Enjoy Mekong Hostel,Can Tho,500,m,7.2,4 adult,60mý,"369,000"
Six Homestay,Can Tho,0.6,km,8.6,4 adult,null,"486,000"
Th?nh's House,Can Tho,1.8,km,9.7,4 adult,30mý,"750,000"
Ninh Kieu Riverside Hotel,Can Tho,0.9,km,7.7,4 adult,null,"2,900,000"
MISS HOSTEL C?N TH?,Can Tho,2.7,km,8.7,4 adult,null,"515,000"
Linh Ph??ng 1 Hotel,Can Tho,1.5,km,8.7,4 adult,null,"1,000,000"
Emerald Boutique Stay,Can Tho,50,m,7.8,4 adult,null,"1,100,000"
Nh… Ngh? Gia Khang,Can Tho,2.6,km,6.2,4 adult,null,"520,000"
Thiˆn ?n Homestay,Can Tho,400,m,7.6,4 adult,null,"600,000"
Homestay 63,Can Tho,200,m,8.1,4 adult,null,"448,250"
Cozrum Homes - Gloaming Homestay,Can Tho,6.1,km,10,4 adult,null,"1,351,350"
Ngoc Lam Can Tho Hotel,Can Tho,2,km,6.8,4 adult,null,"900,000"
Maison de L‚a - Homestay & Coffee Can Tho 1,Can Tho,3.7,km,9.3,4 adult,null,"1,232,000"
Hotel Lˆ My,Can Tho,1.5,km,8.1,4 adult,null,"660,000"
Tulip Hotel,Can Tho,3.8,km,8.5,4 adult,null,"1,000,000"
Moony hostel,Can Tho,3,km,7.2,4 adult,null,"800,000"
HOLIDAY 2 HOTEL,Can Tho,1.2,km,8,4 adult,null,"1,500,000"
Emerald Boutique Stay 2,Can Tho,0.7,km,8.2,4 adult,30mý,"1,050,000"
Amour Cantho Enjoy Hotel,Can Tho,3.4,km,8,4 adult,null,"540,000"
Lucasta Hotel,Can Tho,2,km,8.2,4 adult,null,"1,000,000"
Sheraton Can Tho,Can Tho,1.3,km,9,4 adult,null,"4,839,998"
Boutique Lodge Can Tho Homestay,Can Tho,10.1,km,9.9,4 adult,null,"1,800,000"
Aluny Boutiquestay,Can Tho,0.6,km,5.5,4 adult,null,"1,200,000"
Con Khuong Resort Can Tho,Can Tho,3.8,km,8.8,4 adult,null,"2,203,200"
Magnolia's Can Tho,Can Tho,350,m,8.3,4 adult,null,"1,460,000"
Mekong Delta Ricefield Lodge,Can Tho,20.7,km,9.7,4 adult,60mý,"2,385,010"
Muong Thanh Luxury Can Tho Hotel,Can Tho,1.3,km,8,4 adult,null,"3,654,000"
MEKONG DANIEL HOMESTAY CAN THO,Can Tho,11.8,km,9.1,4 adult,36mý,"1,360,000"
Anh Dao Mekong Hotel,Can Tho,450,m,8.2,4 adult,null,"800,000"
Victoria Can Tho Resort,Can Tho,1.3,km,8.9,4 adult,null,"7,476,002"
N&D Homestay K20,Can Tho,2.5,km,5.5,4 adult,null,"760,000"
Thanh Ha Guesthouse,Can Tho,0.5,km,9.5,4 adult,null,"700,000"
Can Tho Eco Resort Powered by ASTON,Can Tho,13.2,km,8.8,4 adult,null,"3,456,000"
Gikgo Can Tho,Can Tho,1.2,km,9.6,4 adult,null,"828,000"
Binh Minh Eco Lodge,Can Tho,3.2,km,9.2,4 adult,null,"5,400,000"
Nam Bo Boutique Hotel,Can Tho,0.6,km,8.6,4 adult,45mý,"3,229,600"
Nesta Hotel Can Tho,Can Tho,2.2,km,7.7,4 adult,null,"2,153,916"
Chill Guesthouse Can Tho,Can Tho,400,m,9.3,4 adult,null,"600,000"
The Lighthouse,Can Tho,0.6,km,9.2,4 adult,50mý,"2,615,000"
Van Phat Riverside Hotel,Can Tho,3.2,km,8.3,4 adult,null,"3,516,480"
NINH KIEU 2 HOTEL,Can Tho,200,m,7.7,4 adult,null,"2,760,000"
Thanh Dat Resort,Can Tho,1.8,km,8.3,4 adult,null,"1,100,000"
Holiday One Can Tho Hotel,Can Tho,1.3,km,6.7,4 adult,null,"2,485,000"
RedDoorz Huy Hoang Hotel Ngo Duc Ke,Can Tho,0.6,km,6,4 adult,null,"626,220"
Thiˆn ?n Hotel & Apartment,Can Tho,400,m,7.9,4 adult,null,"800,000"
Lee Hotel,Can Tho,3,km,8.2,4 adult,null,"720,000"
LION 7 HOTEL,Can Tho,1.9,km,7.5,4 adult,null,"500,000"
Mekong Farmstay CanTho - C.R Floating Market,Can Tho,6.3,km,9.6,4 adult,null,"1,690,000"
HOTEL B? Cƒu,Can Tho,1.5,km,6.7,4 adult,null,"350,000"
Nhu's House 2,Can Tho,3.4,km,9.7,4 adult,50mý,"855,000"
The BaNoi House,Can Tho,3.3,km,7.9,4 adult,90mý,"891,000"
La'ANh Boutique Stay,Can Tho,2.3,km,8.3,4 adult,null,"750,000"
Homestay Mekong Can Tho,Can Tho,6.7,km,7.5,4 adult,null,"600,000"
Kim Long Hotel,Can Tho,0.6,km,8,4 adult,null,"850,000"
HOTEL SAO MAI ??a ch? 22D3 TR?N QUANG KH?I,Can Tho,1.7,km,4.5,4 adult,null,"570,000"
Phuong Thuy Hotel,Can Tho,1.6,km,8.1,4 adult,null,"1,000,000"
Kh ch S?n Ngƒn Long C?n Th?,Can Tho,1.5,km,6,4 adult,null,"800,000"
Ni's Homestay,Can Tho,1.2,km,7,4 adult,null,"1,040,000"
Spring Hotel,Can Tho,1.7,km,8.7,4 adult,null,"640,000"
