name,address,distance,distance_type,rating,capaciity,area,price
H??ng Tr… Hotel apartment,"My Khe Beach, Danang",2.6,km,6.6,3 adult,null,"700,000"
Danang Moment - Boutique Serviced Apartment,"My Khe Beach, Danang",3.4,km,8.5,3 adult,null,"1,124,000"
My Suites Danang Beach,"My Khe Beach, Danang",2.6,km,8.4,3 adult,45mý,"810,000"
Motel Thanh Long,Danang,5.7,km,8.6,3 adult,null,"700,000"
Ly Apartment,Danang,2.3,km,8.4,3 adult,null,"800,000"
Sharon Hotel and Apartment,"My Khe Beach, Danang",3.2,km,9.3,3 adult,null,"1,842,750"
Sea Garden Hotel,"My Khe Beach, Danang",2,km,10,3 adult,null,"2,560,000"
Sea Breeze Condotel Danang,"Bac My An Beach, Danang",3.9,km,9.3,3 adult,null,"1,603,940"
TA Boutique Hotel Da Nang,"Bac My An Beach, Danang",3.3,km,9.1,3 adult,null,"1,117,451"
Quang Nguy?n Towel,"Da Nang City Center, Danang",3.3,km,1,3 adult,null,"1,520,000"
Green House,"My Khe Beach, Danang",3.8,km,4.5,3 adult,null,"1,046,520"
LA MAISON DE ANH,"My Khe Beach, Danang",3.5,km,1,3 adult,41mý,"3,000,000"
HH Residence - Serviced Apartment,"My Khe Beach, Danang",3.1,km,9.3,3 adult,null,"2,295,000"
One Bedroom Apartment with Sea View,"Non Nuoc Beach, Danang",9,km,9,3 adult,null,"3,200,000"
Carol's Homestay & Apartment,"My Khe Beach, Danang",3.3,km,8.7,3 adult,null,"1,080,000"
BaoAnh Ocean Apartments,"My Khe Beach, Danang",3.4,km,null,3 adult,null,"3,933,000"
Mai Boutique Villa,"My Khe Beach, Danang",2.5,km,8.6,3 adult,null,"989,400"
Rom Casa Hostel Da Nang,"Bac My An Beach, Danang",3.7,km,8.6,3 adult,null,"824,850"
Starfish Hostel,"Bac My An Beach, Danang",3.9,km,7.2,3 adult,null,"199,500"
Hana Homestay Danang,"My Khe Beach, Danang",3.1,km,9,3 adult,null,"294,000"
Starfish Alley Hostel,"Bac My An Beach, Danang",3.9,km,7.6,3 adult,null,"210,000"
Da Nang Mikazuki Japanese Villas & Spa,"Da Nang Bay, Danang",8.4,km,9.3,3 adult,null,"4,574,344"
An An Homes,"Da Nang City Center, Danang",4.4,km,7.7,3 adult,55mý,"450,000"
Emily Hotel & Apartment,"Bac My An Beach, Danang",3.8,km,1,3 adult,null,"788,040"
Mango Home & Apartment,"My Khe Beach, Danang",2.9,km,9.5,3 adult,28mý,"825,550"
M?c House Homestay,"My Khe Beach, Danang",2.7,km,8.9,3 adult,null,"874,800"
Le Indochina Hotel & Beach Da Nang City,"Bac My An Beach, Danang",4.3,km,8.6,3 adult,null,"3,150,000"
Bridges Da Nang Hotel,"My Khe Beach, Danang",2.7,km,9.5,3 adult,null,"1,820,000"
The EmblemSea Beauty Villas Da Nang,"Non Nuoc Beach, Danang",12.2,km,9,3 adult,390mý,"5,400,000"
Gia Han Apartment Da Nang,"My Khe Beach, Danang",2.9,km,8.9,3 adult,null,"700,000"
Liberty Hotel ?… N?ng,"Han River, Danang",0.5,km,7.6,3 adult,null,"910,000"
Angel Homestay Da Nang,"My Khe Beach, Danang",3.6,km,9.7,3 adult,null,"1,600,000"
Han Apartment,"Han River, Danang",1.3,km,9.8,3 adult,32mý,"1,196,000"
Wide Sea Apartment&Hotel,"My Khe Beach, Danang",2.1,km,9.3,3 adult,null,"1,278,000"
Mata Love Hotel,"Da Nang City Center, Danang",0.5,km,6.9,3 adult,null,"720,000"
SPOT ON 1021 Dai Thang Motel,Danang,8.2,km,4,3 adult,null,"402,256"
Danang Petro Hotel,"Han River, Danang",0.8,km,7.9,3 adult,null,"1,780,000"
Red Palace Hotel,"Da Nang City Center, Danang",2.1,km,7.9,3 adult,null,"980,000"
Song Thu hotel,"Han River, Danang",0.8,km,8.4,3 adult,null,"938,000"
Lovely homestay in Da Nang,"Bac My An Beach, Danang",3.7,km,10,3 adult,null,"1,100,000"
Homie Hotel,"My Khe Beach, Danang",2.3,km,8.3,3 adult,null,"720,000"
Yuki Apartment,"My Khe Beach, Danang",3,km,9.2,3 adult,35mý,"1,300,000"
Zuchi's Home&Apartment,Danang,2.3,km,8.7,3 adult,35mý,"1,520,000"
Shelter Stay Da Nang,"My Khe Beach, Danang",2.6,km,9.4,3 adult,null,"1,800,000"
Hoang Thuy Sinh Hotel,Danang,2,km,7.8,3 adult,null,"647,998"
Furama Villas Danang,"Bac My An Beach, Danang",4.8,km,7.8,3 adult,330mý,"12,634,857"
Kara Beachside Guesthouse,"Bac My An Beach, Danang",4,km,10,3 adult,null,"460,000"
OYO 805 Pegasus Homestay,"My Khe Beach, Danang",2.6,km,9,3 adult,null,"553,760"
Bare Han - Bare Boutique Stays,"Han River, Danang",0.6,km,9.2,3 adult,33mý,"1,930,000"
Son Tra Green Hotel & Apartment,"My Khe Beach, Danang",3.6,km,8.6,3 adult,null,"742,850"
Sea Sand 2 - Hotel,Danang,3.7,km,7.8,3 adult,null,"694,980"
Balcony Best SEA VIEW - CITY VIEW - OPTIONAL - 1' to MY KHE Beach ?… N?ng,"My Khe Beach, Danang",3.4,km,8.8,3 adult,68mý,"1,330,000"
Bamboo Green Hotel,"Han River, Danang",0.5,km,5.7,3 adult,null,"1,008,000"
Ruby Hotel,"Bac My An Beach, Danang",3.8,km,8.8,3 adult,null,"1,240,000"
Kh ch s?n Madame trang,"My Khe Beach, Danang",1.9,km,6.9,3 adult,null,"900,000"
Lan Nhi ?… N?ng City Hotel,"My Khe Beach, Danang",2.7,km,8.6,3 adult,null,"766,584"
Tabii hotel,"My Khe Beach, Danang",2,km,9.4,3 adult,null,"526,500"
My Little Pig home,"My Khe Beach, Danang",1.5,km,8.7,3 adult,null,"920,000"
Win's Homestay,"Han River, Danang",3.6,km,9,3 adult,null,"464,600"
Andy Home,"Bac My An Beach, Danang",3.6,km,8.3,3 adult,null,"891,000"
AVA Hotel & Apartment,"Bac My An Beach, Danang",3.8,km,9,3 adult,null,"601,200"
Pacific Hotel,"Da Nang City Center, Danang",350,m,6.6,3 adult,null,"1,000,000"
Truong An Two Apartment,"Bac My An Beach, Danang",3.7,km,8.8,3 adult,35mý,"1,296,000"
Ng¢i house,Danang,2.1,km,8.3,3 adult,null,"1,100,000"
Tuyet Son Hotel (TS Ocean Hotel),"My Khe Beach, Danang",2.8,km,7.4,3 adult,null,"1,350,000"
The Nang Suites,"My Khe Beach, Danang",2,km,9.3,3 adult,21mý,"1,740,000"
Flexi Hotel & Apartment,"Han River, Danang",0.5,km,9.6,3 adult,null,"2,007,000"
Soho Boutique Hotel,"My Khe Beach, Danang",2.7,km,8.5,3 adult,null,"1,122,000"
Luxury Apartment in Sheraton Building with Ocean View,"My Khe Beach, Danang",3,km,9.3,3 adult,101mý,"2,500,000"
Light House Hostel,"Bac My An Beach, Danang",3.7,km,8.8,3 adult,45mý,"693,000"
Siro House Da Nang Homestay,"My Khe Beach, Danang",2.8,km,8.8,3 adult,25mý,"408,000"
Delicate Serviced Apartment And Hotel,"My Khe Beach, Danang",3.3,km,9.6,3 adult,null,"600,000"
FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG,"Da Nang Bay, Danang",1.3,km,9.4,3 adult,null,"691,208"
Tashi Boutique Hotel & Apartment,"My Khe Beach, Danang",2.4,km,9.3,3 adult,null,"3,762,950"
111 Boutique Apartment,"My Khe Beach, Danang",3,km,9.7,3 adult,40mý,"480,000"
Banana Flower Homestay,"Da Nang Bay, Danang",1.1,km,9,3 adult,25mý,"1,000,000"
Crowne Plaza Danang,"Bac My An Beach, Danang",6,km,6.8,3 adult,null,"8,460,000"
Kim H?ng Homestay,"My Khe Beach, Danang",3.3,km,null,3 adult,null,"630,000"
Santorini House and Coffee,Danang,7.2,km,8.3,3 adult,null,"720,000"
Hoang Linh Hotel,"Han River, Danang",0.6,km,8.3,3 adult,null,"1,360,000"
Flora Hotel & Residence,"Da Nang City Center, Danang",1.1,km,8,3 adult,null,"1,025,100"
Sea Sand 2 Hotel,"My Khe Beach, Danang",3.1,km,7.5,3 adult,null,"630,000"
TONY ESTATES Danang Beach Luxury Apartments,"My Khe Beach, Danang",2.3,km,9.5,3 adult,null,"1,240,479"
Bambu Hotel,"Han River, Danang",2.8,km,9.4,3 adult,null,"648,000"
Nh?t Quang House,"Marble Mountain, Danang",7.3,km,9,3 adult,null,"778,050"
The Shine Hotel Da Nang,"Marble Mountain, Danang",7.4,km,8.5,3 adult,null,"690,000"
Meliora Hotel & Apartment,"Bac My An Beach, Danang",4.4,km,9.3,3 adult,null,"1,300,000"
Ocean Haven Hotel,"My Khe Beach, Danang",2.6,km,8.3,3 adult,null,"1,310,000"
LAGOM APARTMENT AND HOTEL,"My Khe Beach, Danang",3.3,km,9.4,3 adult,null,"1,620,000"
Babylon Garden Da Nang,"My Khe Beach, Danang",2.7,km,9.1,3 adult,null,"1,614,060"
Seaforest Hotel by Haviland,"My Khe Beach, Danang",2.8,km,9.4,3 adult,null,"1,000,350"
My Khe Beach Apartment Sea View,"My Khe Beach, Danang",3.4,km,8,3 adult,70mý,"1,235,000"
KOVA Diamond Hotel Da Nang,"My Khe Beach, Danang",2.7,km,8.8,3 adult,null,"960,000"
Sen Boutique Hotel,"My Khe Beach, Danang",3.1,km,8.6,3 adult,null,"970,200"
D&C Hotel,"Han River, Danang",1.4,km,8.6,3 adult,null,"1,116,000"
Casa Rosa Apartment,"My Khe Beach, Danang",2.9,km,9.3,3 adult,28mý,"1,368,000"
Lupin Boutique Hotel,"Da Nang Bay, Danang",2.1,km,9.2,3 adult,null,"1,453,500"
Luxury Apt Seaview next to Walking St & My An Beach,"My Khe Beach, Danang",3.3,km,9.5,3 adult,70mý,"1,080,000"
Bay Capital Danang,"Han River, Danang",0.9,km,null,3 adult,null,"9,771,300"
Lem's Apartment & Coffee,"My Khe Beach, Danang",2.5,km,8.9,3 adult,35mý,"1,219,500"
Kaia Residence Danang Quiet Garden,"Da Nang Bay, Danang",1.1,km,9.6,3 adult,null,"2,700,000"
A25 Hotel -137 Nguy?n Du - ?… N?ng,"Da Nang Bay, Danang",1.1,km,8.8,3 adult,null,"1,215,000"
Tashi Hotel,"My Khe Beach, Danang",2.6,km,9.2,3 adult,null,"1,530,000"
M SUITE Danang Beach,"My Khe Beach, Danang",2.9,km,8.7,3 adult,null,"4,875,000"
NAM Hotel & Residences,"My Khe Beach, Danang",1.9,km,7.9,3 adult,null,"1,039,500"
VYAN Beach House,"My Khe Beach, Danang",2,km,9.1,3 adult,null,"1,740,000"
Central Hotel & Spa,"Da Nang City Center, Danang",350,m,8.4,3 adult,null,"1,293,500"
Grandvrio City Danang By Route Inn Group,"Da Nang Bay, Danang",1.6,km,8.7,3 adult,null,"1,734,200"
Rustic Hotel Da Nang,"Han River, Danang",0.6,km,9.5,3 adult,null,"900,000"
Hummer Hotel & Apartment Da Nang Beach,"My Khe Beach, Danang",3.4,km,8.6,3 adult,null,"1,120,000"
Wink Hotel Danang Riverside,"Han River, Danang",1.1,km,9.5,3 adult,null,"3,730,650"
Nostalgia DS Hotel,"Bac My An Beach, Danang",4.2,km,8.8,3 adult,45mý,"1,310,400"
Wings House,Danang,2.2,km,9,3 adult,25mý,"904,365"
Diamond Sea Hotel,"My Khe Beach, Danang",2.8,km,8.6,3 adult,null,"1,924,560"
Lyn's Hotel & Apartment,"My Khe Beach, Danang",2.7,km,8.2,3 adult,null,"315,810"
