name,address,distance,distance_type,rating,capaciity,area,price
APT SEA VIEW MY KHE BEACH Da NANG 2BR,"My Khe Beach, Danang",3.4,km,null,1 adult,null,"1,221,472"
BaoAnh Ocean Apartments,"My Khe Beach, Danang",3.4,km,null,1 adult,20mı,"1,863,000"
HH Residence - Serviced Apartment,"My Khe Beach, Danang",3.1,km,9.3,1 adult,44mı,"1,032,750"
Vietstork Villa Fu-ra-ma Pool Private,"Bac My An Beach, Danang",4.8,km,null,1 adult,550mı,"10,133,100"
Sanny Villas,Danang,3.2,km,8.7,1 adult,300mı,"4,000,000"
MI.A Hotel and Apartment Da Nang,"My Khe Beach, Danang",3.2,km,null,1 adult,50mı,"2,455,147"
4BR Pearl Villa at Furramar Danang,"Bac My An Beach, Danang",5,km,9.7,1 adult,400mı,"9,500,000"
Deluxe Sea view flat fully equipped for family,"Non Nuoc Beach, Danang",10,km,null,1 adult,null,"2,250,000"
Excellent Ruby Villa near Han river,"Non Nuoc Beach, Danang",10,km,10,1 adult,220mı,"8,500,000"
Carol House Beach ?… N?ng,"My Khe Beach, Danang",3.3,km,8.7,1 adult,400mı,"5,850,000"
Beachfront villa 3bedrooms romantic for honeymoon,"Non Nuoc Beach, Danang",7.8,km,5.5,1 adult,350mı,"12,000,000"
AMAZING V.I.P Villa,"Non Nuoc Beach, Danang",11.9,km,null,1 adult,000mı,"32,384,499"
Brand New 2bdr Suite Rooftop Pool,"My Khe Beach, Danang",3,km,null,1 adult,100mı,"2,503,343"
Vietstork Villa 03 Bedroom Resort,"Non Nuoc Beach, Danang",7.6,km,null,1 adult,450mı,"11,826,000"
The Point Villa Da Nang,"Non Nuoc Beach, Danang",11.7,km,10,1 adult,318mı,"5,123,383"
T P Deluxe House,"My Khe Beach, Danang",2.2,km,8.5,1 adult,300mı,"4,500,000"
Villa 3BR Peaceful 5 Minutes Walk To Beach Da Nang By Daisy,"Bac My An Beach, Danang",5,km,null,1 adult,516mı,"13,297,577"
Charming 4 Bedrooms Villas with few step to beach,"Non Nuoc Beach, Danang",10,km,null,1 adult,65mı,"8,000,000"
Entire house 6BR - 5' drive MY KHE beach,"Da Nang City Center, Danang",1.3,km,null,1 adult,20mı,"4,455,000"
Superior Apartment Beach Resort,"Non Nuoc Beach, Danang",12.4,km,10,1 adult,80mı,"3,135,000"
Abogo Villa Pool Near Beach BBQ Free Da Nang,"Bac My An Beach, Danang",3.9,km,10,1 adult,500mı,"13,241,905"
Carol Villa ?… N?ng Beach 1,"My Khe Beach, Danang",3,km,8.9,1 adult,400mı,"8,550,000"
POOL Seaview - 4B - Blue Sea - Balcony - Bathtub,"My Khe Beach, Danang",2.5,km,8,1 adult,33mı,"550,000"
Stunning Beachfront 2bdr Condo Across My Khe Beach,"My Khe Beach, Danang",2.7,km,null,1 adult,null,"2,201,387"
Sun Grow Villas,"Bac My An Beach, Danang",4.6,km,null,1 adult,620mı,"15,215,000"
AVilla Mountain,"Tho Quang Beach, Danang",5.9,km,10,1 adult,360mı,"10,000,000"
M?a's house TL-private swimming pool,"My Khe Beach, Danang",3,km,9,1 adult,130mı,"3,800,000"
Sunny Beach Villa,"Non Nuoc Beach, Danang",12.3,km,null,1 adult,700mı,"6,500,000"
Lam Ocean View villa Da nang,"Non Nuoc Beach, Danang",11.7,km,7,1 adult,900mı,"9,000,000"
Sunshine Apartment in 5* resort,"Non Nuoc Beach, Danang",12.4,km,5,1 adult,54mı,"1,520,352"
Da Nang Beach Front Villa at Ocean Resort,"Non Nuoc Beach, Danang",8.2,km,null,1 adult,000mı,"26,000,000"
Indochine Townhouse - Beach neighborhood,"My Khe Beach, Danang",2.8,km,9.1,1 adult,140mı,"2,065,500"
White Villar ?a? N??ng,"My Khe Beach, Danang",3.4,km,7.9,1 adult,70mı,"2,400,000"
BaPhu Entire House - 5BR - 5min walk to My Khe beach,"My Khe Beach, Danang",2.8,km,10,1 adult,210mı,"3,333,333"
Luxury Ocean Villa 3 bedrooms close to the Beach,"Non Nuoc Beach, Danang",10,km,6.8,1 adult,300mı,"7,000,000"
Two-Bedrooms - POOL SEA VIEW - 6A - BLUE SEA APARTMENT,"My Khe Beach, Danang",2.5,km,10,1 adult,71mı,"1,000,000"
Bee Penthouse Seaview,"My Khe Beach, Danang",3.4,km,null,1 adult,60mı,"1,800,000"
Gold Moon Pool Villas *** Santorini Style ***,Danang,3.2,km,null,1 adult,600mı,"8,280,000"
