name,address,distance,distance_type,rating,capaciity,area,price
Kim Lan Hotel,Can Tho,200,m,7.8,5 adult,null,"1,776,600"
Dubai Luxury Hotel & Massage,Can Tho,1.6,km,9.5,5 adult,null,"1,512,000"
Saigon Can Tho Hotel,Can Tho,450,m,6,5 adult,null,"1,800,000"
Quyen's house,Can Tho,300,m,8.5,5 adult,null,"1,050,000"
Six Homestay,Can Tho,0.6,km,8.6,5 adult,null,"729,000"
Ninh Kieu Riverside Hotel,Can Tho,0.9,km,7.7,5 adult,null,"4,350,000"
Van Phat Riverside Hotel,Can Tho,3.2,km,8.3,5 adult,120mý,"16,836,480"
MISS HOSTEL C?N TH?,Can Tho,2.7,km,8.7,5 adult,null,"795,000"
Homestay 63,Can Tho,200,m,8.1,5 adult,null,"578,250"
Thiˆn ?n Homestay,Can Tho,400,m,7.6,5 adult,null,"870,000"
Cozrum Homes - Gloaming Homestay,Can Tho,6.1,km,10,5 adult,null,"2,027,025"
Ngoc Lam Can Tho Hotel,Can Tho,2,km,6.8,5 adult,null,"1,350,000"
Emerald Boutique Stay 2,Can Tho,0.7,km,8.2,5 adult,30mý,"1,581,000"
Hotel Lˆ My,Can Tho,1.5,km,8.1,5 adult,null,"990,000"
Hostel H?nh Ph t 9,Can Tho,8.7,km,9.1,5 adult,null,"540,000"
West Hotel,Can Tho,0.7,km,7.1,5 adult,null,"3,302,000"
LION 7 HOTEL,Can Tho,1.9,km,7.5,5 adult,null,"700,000"
Kh ch s?n TNK,Can Tho,2.1,km,6.2,5 adult,null,"830,000"
Motel Ph?m L?y,Can Tho,0.7,km,7.8,5 adult,null,"660,000"
HOLIDAY 2 HOTEL,Can Tho,1.2,km,8,5 adult,null,"1,850,000"
HOTEL B? Cƒu,Can Tho,1.5,km,6.7,5 adult,null,"570,000"
Kim Long Hotel,Can Tho,0.6,km,8,5 adult,null,"1,130,000"
Nhu's House 2,Can Tho,3.4,km,9.7,5 adult,35mý,"1,354,500"
Phuong Thuy Hotel,Can Tho,1.6,km,8.1,5 adult,null,"1,500,000"
Mekong Farmstay CanTho - C.R Floating Market,Can Tho,6.3,km,9.6,5 adult,null,"3,190,000"
Homestay Mekong Can Tho,Can Tho,6.7,km,7.5,5 adult,null,"1,200,000"
Kh ch S?n Ngƒn Long C?n Th?,Can Tho,1.5,km,6,5 adult,null,"1,250,000"
??i Quang Hotel,Can Tho,4,km,9,5 adult,null,"1,030,000"
Huyen Tran Hotel,Can Tho,1.4,km,7.8,5 adult,null,"850,000"
PINK Hotel C?n Th?,Can Tho,0.7,km,7.9,5 adult,null,"3,320,800"
Aluny Boutiquestay,Can Tho,0.6,km,5.5,5 adult,null,"1,740,000"
Anh Dao Mekong Hotel,Can Tho,450,m,8.2,5 adult,null,"1,300,000"
Victoria Can Tho Resort,Can Tho,1.3,km,8.9,5 adult,null,"11,214,003"
N&D Homestay K20,Can Tho,2.5,km,5.5,5 adult,null,"1,102,000"
Gikgo Can Tho,Can Tho,1.2,km,9.6,5 adult,null,"1,200,600"
Binh Minh Eco Lodge,Can Tho,3.2,km,9.2,5 adult,null,"8,100,000"
Can Tho Eco Resort Powered by ASTON,Can Tho,13.2,km,8.8,5 adult,null,"5,184,000"
PHUC LONG 2 HOTEL,Can Tho,400,m,6.9,5 adult,null,"500,000"
Nhan Tay Hostel,Can Tho,1.3,km,9.6,5 adult,null,"811,300"
Winter Spring Homestay,Can Tho,1.3,km,8.2,5 adult,32mý,"1,020,800"
??NG NAM HOTEL C?N TH?,Can Tho,1,km,6.4,5 adult,null,"844,785"
Tan Loc Hotel Can Tho City,Can Tho,1.7,km,6,5 adult,null,"760,000"
Linh Ph??ng 1 Hotel,Can Tho,1.5,km,8.7,5 adult,null,"1,160,000"
Linh Phuong 5 Hotel,Can Tho,1.7,km,8.3,5 adult,null,"1,400,000"
FIT Hotel Can Tho,Can Tho,1.7,km,8.3,5 adult,35mý,"1,380,600"
MES HOTEL - Ngay B?n Ninh Ki?u,Can Tho,500,m,7.7,5 adult,null,"1,350,800"
SUNNY HOSTEL,Can Tho,300,m,8.2,5 adult,null,"710,000"
Emerald Boutique Stay,Can Tho,50,m,7.8,5 adult,55mý,"1,300,000"
MILAND HOTEL,Can Tho,3,km,7.8,5 adult,null,"666,000"
Hong Dao 2 Hotel,Can Tho,0.9,km,5.7,5 adult,null,"1,466,214"
Soda House C?n Th?,Can Tho,6,km,7.2,5 adult,null,"702,000"
Minh Minh Nam Hotel,Can Tho,2.8,km,9,5 adult,null,"1,320,000"
NAMA HOTEL - Ninh Kieu Center,Can Tho,1.3,km,8.6,5 adult,null,"976,500"
Winter Spring Hotel Ninh Kieu Quay,Can Tho,0.5,km,7.2,5 adult,null,"1,336,000"
International Hotel,Can Tho,0.6,km,6.2,5 adult,null,"2,691,326"
Holiday One Can Tho Hotel,Can Tho,1.3,km,6.7,5 adult,null,"3,720,000"
Lee Hotel,Can Tho,3,km,8.2,5 adult,null,"963,000"
Nhu's house,Can Tho,0.5,km,9.8,5 adult,null,"3,726,000"
Nam Bo Boutique Hotel,Can Tho,0.6,km,8.6,5 adult,45mý,"3,633,250"
MEKONG SILT ECOLODGE,Can Tho,10,km,9,5 adult,null,"2,800,000"
Apple Hotel,Can Tho,3,km,8.5,5 adult,null,"1,425,000"
Vamxang Rustic Home,Can Tho,11.2,km,9.5,5 adult,null,"2,560,000"
Linh Phuong 3 Hotel,Can Tho,1.3,km,8,5 adult,null,"1,490,400"
Rich Hotel,Can Tho,1.2,km,8.6,5 adult,null,"981,396"
Song Ng? Pisces Homestay,Can Tho,8.7,km,8.6,5 adult,null,"2,700,000"
K2 Homestay & Coffee,Can Tho,0.6,km,8.2,5 adult,null,"1,070,000"
The Lighthouse,Can Tho,0.6,km,9.2,5 adult,50mý,"3,015,000"
09 Homestay,Can Tho,2,km,8.8,5 adult,null,"720,000"
H? PH??NG HOTEL,Can Tho,1.6,km,9.1,5 adult,null,"882,045"
Amy Hotel,Can Tho,450,m,7.6,5 adult,null,"1,501,500"
Thanh Dat Resort,Can Tho,1.8,km,8.3,5 adult,null,"1,300,000"
Kh ch s?n Long H…,Can Tho,0.9,km,8.6,5 adult,null,"3,003,025"
Linh Phuong 2 Hotel,Can Tho,1.3,km,8.3,5 adult,null,"1,537,200"
54 Homestay,Can Tho,300,m,8.4,5 adult,16mý,"642,000"
Linh Phuong 6 Hotel,Can Tho,5.4,km,8.1,5 adult,null,"1,700,000"
M? Kh nh Resort,Can Tho,9.7,km,7.6,5 adult,null,"1,398,000"
Royal Hotel Can Tho,Can Tho,3.4,km,8,5 adult,null,"925,000"
Enjoy Mekong Hostel,Can Tho,500,m,7.2,5 adult,null,"468,000"
Can Tho Orchid Garden Homestay,Can Tho,3.7,km,8.9,5 adult,35mý,"969,000"
CT Morning Hostel,Can Tho,1.3,km,9.1,5 adult,null,"862,650"
La'ANh Boutique Stay,Can Tho,2.3,km,8.3,5 adult,500mý,"3,600,000"
Lime Hostel - Ninh Kieu Center,Can Tho,1.3,km,8.6,5 adult,null,"6,480,000"
Homestay Chez Moi,Can Tho,9.1,km,10,5 adult,null,"990,000"
Can Tho Ecolodge,Can Tho,6.9,km,8.2,5 adult,null,"5,736,200"
Green Village Mekong,Can Tho,7.1,km,9.4,5 adult,null,"2,652,000"
TTC Hotel - Can Tho,Can Tho,0.8,km,8.4,5 adult,null,"2,847,500"
RedDoorz Kim An Hotel near Quang Trung,Can Tho,1.4,km,9,5 adult,null,"626,220"
Lucasta Hotel,Can Tho,2,km,8.2,5 adult,null,"1,500,000"
Boutique Lodge Can Tho Homestay,Can Tho,10.1,km,9.9,5 adult,null,"2,070,000"
Mekong Rustic Can Tho,Can Tho,11.6,km,8.5,5 adult,null,"2,545,525"
Sheraton Can Tho,Can Tho,1.3,km,9,5 adult,null,"5,939,998"
RedDoorz My Ngoc Hotel Le Loi,Can Tho,1.9,km,6.5,5 adult,null,"830,700"
Con Khuong Resort Can Tho,Can Tho,3.8,km,8.8,5 adult,null,"2,754,000"
Mekong Delta Ricefield Lodge,Can Tho,20.7,km,9.7,5 adult,60mý,"2,677,285"
Muong Thanh Luxury Can Tho Hotel,Can Tho,1.3,km,8,5 adult,null,"4,176,000"
Magnolia's Can Tho,Can Tho,350,m,8.3,5 adult,18mý,"1,880,000"
