name,address,distance,distance_type,rating,capaciity,area,price
Nh? Uyàn Villa ?Ö L?t,Da Lat,1.3,km,7,2 adult,null,"1,656,000"
Homestay V??n Tóng,Da Lat,2.2,km,7.2,2 adult,null,"394,875"
ECOTIME Villa - Homestay Da Lat,Da Lat,2.8,km,8.8,2 adult,30m˝,"720,000"
"Forest View Kha?ch Sa?n Cafe ?a? La?t, Free A?o Mangto",Da Lat,4.1,km,8.8,2 adult,null,"790,000"
Special Old French House-Mountain City View with Garden-Dreamer's home Da Lat,Da Lat,1,km,5,2 adult,100m˝,"1,152,000"
TÉn Anh House,"Xuan Huong Lake, Da Lat",1.3,km,8,2 adult,300m˝,"1,404,000"
Anh Trang Homestay,Da Lat,1,km,7.8,2 adult,null,"495,000"
Tuan Vu Coffee Home Da Lat,Da Lat,0.9,km,null,2 adult,null,"20,000,000"
HOME,Da Lat,1.4,km,null,2 adult,null,"2,450,000"
PINETOWN BACKPACKER'S,Da Lat,1.8,km,7.6,2 adult,null,"90,000"
Pretty Backpackers House,Da Lat,0.5,km,9.6,2 adult,null,"320,000"
Dalat Family Hostel,Da Lat,1.4,km,8.6,2 adult,null,"1,280,000"
Thiàn Thanh,Da Lat,1.9,km,8.7,2 adult,null,"630,000"
Tashi House Dalat (Thong Nho oi),"Xuan Huong Lake, Da Lat",350,m,8.3,2 adult,null,"280,000"
SÉu Moon House,Da Lat,1.2,km,null,2 adult,null,"350,000"
The Fuji Villa - Orange Villa,Da Lat,3,km,8,2 adult,null,"4,200,000"
HELIA ROT'S,Da Lat,1.7,km,null,2 adult,null,"1,800,000"
Books Home Dalat,Da Lat,2,km,7.3,2 adult,null,"853,943"
Happy Bunny homestay,Da Lat,3,km,10,2 adult,null,"426,788"
Nguyàn c?n Homestay V??n Lan Zalo 0'3'5'5'9'6'6730,Da Lat,1.9,km,null,2 adult,130m˝,"684,000"
V??n Treo Villa,Da Lat,1.8,km,10,2 adult,150m˝,"3,385,800"
Homestay nguyàn c?n 4pn Gifhouse,Da Lat,1.2,km,null,2 adult,null,"1,333,800"
Family Homestay Dalat Casa,Da Lat,1.5,km,9.1,2 adult,null,"1,296,000"
Les Flocons Home 3 - ?Ö L?t,Da Lat,1.9,km,null,2 adult,null,"1,425,000"
Nhat Hoang Luxury Apartment Da Lat,Da Lat,1,km,null,2 adult,null,"2,550,000"
?Ö L?t Villa 84 H? XuÉn H??ng,Da Lat,4.7,km,9.1,2 adult,400m˝,"3,125,500"
Jade's House,Da Lat,1.5,km,9.3,2 adult,250m˝,"3,000,000"
Dream Boutique Hotel,Da Lat,2.9,km,8.2,2 adult,null,"1,884,960"
NGUY?N C?N HOMESTAY-ZALO 0387139765,Da Lat,1.7,km,null,2 adult,null,"1,728,000"
NhÖ Rum Rìn,Da Lat,1.4,km,9.4,2 adult,140m˝,"1,296,000"
Mai Khanh Hotel,"Xuan Huong Lake, Da Lat",0.7,km,null,2 adult,null,"570,000"
Aurora Hotel Dalat,Da Lat,1.8,km,8.3,2 adult,null,"684,000"
Dalat DreamStay,Da Lat,0.8,km,null,2 adult,125m˝,"2,500,000"
Villa Trung Ngh?a 30,Da Lat,4,km,null,2 adult,30m˝,"3,996,000"
M.A.P HOME,Da Lat,3,km,5.5,2 adult,56m˝,"2,000,000"
Villa Trung ngh?a 28,"Xuan Huong Lake, Da Lat",2.9,km,null,2 adult,30m˝,"3,960,000"
Hoa S?n ?i?n Viàn Homestay,Da Lat,10.9,km,8,2 adult,20m˝,"1,610,000"
Kh†ch S?n ?Ö L?t G?n Ch? ?àm AP - Villa ?Ö L?t,"Xuan Huong Lake, Da Lat",0.7,km,10,2 adult,25m˝,"959,000"
NhÖ c?a Sun ?Ö L?t,Da Lat,1.8,km,10,2 adult,120m˝,"1,800,000"
Eudora House 1 - Ph?m Ng?c th?ch,Da Lat,0.7,km,null,2 adult,null,"1,392,130"
