name,address,distance,distance_type,rating,capaciity,area,price
C?n h? Vinhomes SkyLae,Hanoi,7.3,km,null,1 adult,null,"1,216,000"
2 beedrooms Vinhomes D'capitale - MiNa Housing apartment,"Cau Giay, Hanoi",6.5,km,null,1 adult,null,"1,280,000"
Times City Homestay,Hanoi,4.3,km,null,1 adult,null,"1,200,000"
"LUXURY APARTMENT VINHOME METROPOLIS next LOTTE Center,Japan Embassy","Ba Dinh, Hanoi",3.9,km,8,1 adult,50m˝,"1,800,000"
Bayhomes D'Capitale Luxury Apartment,"Cau Giay, Hanoi",6.5,km,10,1 adult,30m˝,"891,000"
Vinhomes Gardenia HÖm Nghi Hanoi,Hanoi,9.6,km,null,1 adult,80m˝,"1,800,000"
White Bamboo Apartment,"Ba Dinh, Hanoi",2.2,km,null,1 adult,null,"1,800,000"
Hatde'home,"Hai Ba Trung, Hanoi",3.8,km,null,1 adult,null,"1,560,000"
C?n h? D'eldorado H? tÉy,"Tay Ho, Hanoi",6.3,km,null,1 adult,null,"783,000"
B†t TrÖng Legacy - Venue Travel,Hanoi,8.3,km,7.5,1 adult,null,"1,219,860"
"3N - S205 - Vinhomes ocean park Gia LÉm, HÖ N?i",Hanoi,9.9,km,null,1 adult,null,"1,850,000"
2Br_Cozy & Luxury_ Metropolis_Near Lotte Tower,"Ba Dinh, Hanoi",4,km,null,1 adult,55m˝,"2,500,000"
C?N H? CAO C?P VINHOMES SKYLAKE,Hanoi,7.3,km,null,1 adult,76m˝,"1,520,000"
Homestay Vinhomes Skylake view h?,Hanoi,7.3,km,null,1 adult,null,"1,520,000"
HOANG GIA HOTEL - DAI MO,Hanoi,10.3,km,null,1 adult,null,"1,300,000"
"NanaHousing-Vinhomes Skylake 2beds, nice view",Hanoi,7.4,km,null,1 adult,67m˝,"1,955,000"
3 BR City-View Vinhomes D'Capital,"Cau Giay, Hanoi",6.5,km,null,1 adult,null,"2,090,000"
Chi's house - Vinhomes Royal city - 3BR - Spacious city view,"Thanh Xuan, Hanoi",4.6,km,null,1 adult,null,"2,000,000"
Chi's housse - Vinhomes Time city - 3BR,"Hai Ba Trung, Hanoi",3.7,km,null,1 adult,null,"1,600,000"
Anstay TÉy H? C?n H? Cao C?p 2 Ng? Star Lake,Hanoi,6.1,km,null,1 adult,105m˝,"1,600,000"
Vinhomes Skylake @3BR,Hanoi,7.4,km,null,1 adult,103m˝,"2,250,000"
royal city- c?n h? 2 phïng ng? 2 wc,"Thanh Xuan, Hanoi",4.6,km,9,1 adult,105m˝,"1,900,000"
Layla House -2905 G3 Vinhomes Greenbay,Hanoi,7.7,km,10,1 adult,26m˝,"900,000"
2 bedrooms Vinhomes Metropolis Luxury,"Ba Dinh, Hanoi",3.1,km,null,1 adult,80m˝,"2,150,000"
Ben House vimcomes skylake ph?m hóng,Hanoi,7.3,km,null,1 adult,54m˝,"864,000"
TÖi TÉm - Grand Spring Suites West Lake,"Tay Ho, Hanoi",4.6,km,null,1 adult,130m˝,"2,115,000"
VinhomesTimescity#ParkHill#luxury#3bedrooms#2bathrooms,Hanoi,4.3,km,10,1 adult,null,"2,300,000"
La Rosa Vinhomes D Capital,"Cau Giay, Hanoi",6.4,km,null,1 adult,45m˝,"900,000"
Vinhomes Skylake,Hanoi,7.3,km,null,1 adult,75m˝,"2,280,000"
U Home - 1 BR apartment at Vinhomes Royal City,"Thanh Xuan, Hanoi",4.8,km,6,1 adult,null,"1,534,500"
Lagoon Homestay,Hanoi,10.8,km,null,1 adult,null,"760,000"
C?n h? cao c?p Vinhomes skylake,Hanoi,7.3,km,null,1 adult,74m˝,"1,231,200"
Homestay cao c?p Vinhomes Skylake,Hanoi,7.3,km,null,1 adult,70m˝,"1,800,000"
Serene 3 Bed 2 Bath near Hanoi at Vinhomes Ocean Park,Hanoi,10.3,km,null,1 adult,null,"12,600,000"
Solaria garden Bungalow,Hanoi,33.9,km,null,1 adult,null,"1,500,000"
