name,address,distance,distance_type,rating,capaciity,area,price
Lucky stay home,"Binh Tan District, Ho Chi Minh City",9.6,km,null,1 adult,null,"320,000"
"C?n h? 1PN ti?n nghi ??y ??, view ??p","Binh Thanh, Ho Chi Minh City",3.5,km,null,1 adult,55m˝,"1,045,000"
C?n H? 2pn Ruby Celadon TÉn Ph£,"Tan Phu District, Ho Chi Minh City",10,km,null,1 adult,68m˝,"1,080,000"
GV-S1/Gold View/2Bed/1Bath/Free Pool & Gym,"District 4, Ho Chi Minh City",1.8,km,10,1 adult,70m˝,"1,600,000"
C?n h? Vinhome Central Park -TJ26 Apartment,"Binh Thanh, Ho Chi Minh City",3.5,km,9,1 adult,null,"1,250,000"
Home stay H? Th? K?,"District 10, Ho Chi Minh City",2.4,km,null,1 adult,null,"810,000"
Masteri Th?o ?i?n,"District 2, Ho Chi Minh City",5.7,km,9,1 adult,null,"1,050,000"
"WINDY HOME trung tÉm qu?n 1, SG","District 1, Ho Chi Minh City",1,km,null,1 adult,null,"997,500"
Tommy Home in Tresor - 2 Bedrooms Luxury River view Condo next to District 1,"District 4, Ho Chi Minh City",0.8,km,9,1 adult,86m˝,"1,822,500"
"Soho Residence - Studio Room, D1, HCMC","District 1, Ho Chi Minh City",1,km,5,1 adult,null,"999,000"
3br-The Tresor-Bitexco View-Hana's Apart,"District 4, Ho Chi Minh City",1.6,km,9,1 adult,100m˝,"2,000,000"
greenhome,"District 1, Ho Chi Minh City",0.7,km,null,1 adult,null,"1,125,000"
TVHouse,"Binh Thanh, Ho Chi Minh City",3.1,km,null,1 adult,null,"500,000"
"Cozy 2 Bedrooms Condo in T1 Masteri Thao Dien, Fully Furnished With Full Amenities","District 2, Ho Chi Minh City",5.6,km,10,1 adult,null,"1,099,000"
Home de Art G16,"Binh Thanh, Ho Chi Minh City",3.3,km,8,1 adult,null,"850,000"
Riverside LK HOME Ph£ Nhu?n 2,"Phu Nhuan, Ho Chi Minh City",4,km,null,1 adult,20m˝,"765,000"
Lucky home stay,"Phu Nhuan, Ho Chi Minh City",4.1,km,null,1 adult,null,"275,000"
Scandinavian Apartment - FREE Pool & Gym,"District 4, Ho Chi Minh City",0.9,km,8,1 adult,65m˝,"1,443,200"
Bitexco View Apartment The Gold View,"District 4, Ho Chi Minh City",1.8,km,9,1 adult,null,"1,200,000"
Saigonese lifestyle - Near Ben Thanh Market,"District 1, Ho Chi Minh City",300,m,9,1 adult,null,"792,000"
Happy stay home,"Tan Binh, Ho Chi Minh City",4.2,km,null,1 adult,null,"300,000"
Apolline,"District 4, Ho Chi Minh City",0.9,km,null,1 adult,108m˝,"2,700,000"
Junior,"Tan Binh, Ho Chi Minh City",4.2,km,null,1 adult,null,"280,000"
Mini House - Homestay HCM Main Road,"Binh Thanh, Ho Chi Minh City",3.9,km,9,1 adult,30m˝,"450,000"
Lily House in City Center,"District 1, Ho Chi Minh City",300,m,null,1 adult,null,"583,920"
Vinhomes Central Park,"Binh Thanh, Ho Chi Minh City",3.5,km,null,1 adult,null,"1,800,000"
